"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"O-phosphoethanolamine","1273_neg","O-phosphoethanolamine",0.76,50.64,NA,"ETHANOLAMINE PHOSPHATE","null","O-Phosphoethanolamine;Aminoethanol phosphate","C00346","HMDB0000224;HMDB0248314","17553;NA","1015;18759431","1485304;NA","null","null",TRUE,TRUE,NA,NA,NA
"O-succinyl-l-homoserine","4561_neg","O-succinyl-l-homoserine",0.64,213.83,NA,"Unknown","null","O-Succinyl-L-homoserine","","HMDB0255868","NA","954","NA","null","null",TRUE,TRUE,NA,NA,NA
"Octahydrohyperforin","18409_neg","Octahydrohyperforin",0.38,194144.9,NA,"Unknown","null","Octahydrohyperforin","","HMDB0255901","NA","NA","NA","null","null",TRUE,FALSE,"Cyclohexenones","Organooxygen compounds","Carbonyl compounds"
"Octanal","879_neg","Octanal",0.87,182.87,NA,"Unknown","null","Octanal;2-Methyl-4-heptanone;2-Octanone;Ethyl pentyl ketone;(E)-2-Octen-1-ol;(R)-1-Octen-3-ol;3,4-Dimethylcyclohexanol;3,5-Dimethylcyclohexanol","C01545;C17145;C14272","HMDB0001140;HMDB0013821;HMDB0031294;HMDB0031295;HMDB0031296;HMDB0031299;HMDB0061912;HMDB0061913","17935;NA;87434;80946;NA;34118;88852;88850","454;7958;8093;246728;5364959;18827;97960;21584","NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Medium-chain aldehydes","Organooxygen compounds","Carbonyl compounds"
"Octopine","6115_pos","Octopine",0.6,75.9,NA,"Unknown","null","Octopine;(2S)-2-(Carboxymethylamino)-5-(diaminomethylideneamino)-4-methylpentanoic acid","","HMDB0255912;HMDB0260137","NA;NA","427;NA","NA;NA","null","null",TRUE,TRUE,"Alanine and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Oleic acid","7605_neg","Oleic acid",0.98,5756.25,"Long-chain fatty acids","no MS2: Oleic acid; FAB-EBEB; MS2; m/z","C18H34O2","Oleic acid;Elaidic acid;Petroselinic acid;Vaccenic acid;Octadec-9-enoic Acid;cis-Vaccenic acid;11-Aoctadecenoic acid;Octadecenoic acid;Octadec-5-enoic acid","C00712;C01712;C08367","HMDB0000207;HMDB0000573;HMDB0002080;HMDB0003231;HMDB0062703;HMDB0240219;HMDB0244344;HMDB0245277;HMDB0246833","16196;27997;36022;28727;36021;50464;36023;50573;NA","445639;637517;11634;5281127;965;5282761;NA;172146;53435893","NA;38213;NA;2217962;NA;NA;NA;NA;NA","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","CCCCCCCC\C=C/CCCCCCCC(O)=O",TRUE,FALSE,"Long-chain fatty acids","Fatty acyls","Fatty acids and conjugates"
"Olodaterol","13043_pos","Olodaterol",0.38,808155.7,NA,"Unknown","null","Olodaterol","","HMDB0255957","NA","9800339","NA","null","null",TRUE,FALSE,"Benzoxazinones","Benzoxazines","Benzoxazinones"
"Ophthalmic acid","8307_pos","Ophthalmic acid",0.44,31.76,NA,"Ophthalmic Acid","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,FALSE,NA,NA,NA
"Ornithine","1013_neg","Ornithine",0.87,195.95,"L-alpha-amino acids","no MS2: L-Ornithine; LC-ESI-ITFT; MS2; m/z","C5H12N2O2","Ornithine;D-Ornithine","C00077;C00515","HMDB0000214;HMDB0003374","15729;16176","6262;71082","37976;2263101","AHLPHDHHMVZTML-BYPYZUCNSA-N","NCCC[C@H](N)C(O)=O",TRUE,TRUE,"L-alpha-amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Orotic acid","1780_neg","Orotic acid",0.87,6200.8,NA,"Uracil 5-Carboxylate","null","Orotic acid","C00295","HMDB0000226","16742","967","34527","null","null",TRUE,TRUE,"Pyrimidinecarboxylic acids","Diazines","Pyrimidines and pyrimidine derivatives"
"Orotidine","7848_neg","Orotidine",0.87,132.31,NA,"Orotidine","null","Orotidine","C01103","HMDB0000788","25722","92751","NA","null","null",TRUE,TRUE,"Pyrimidine nucleosides","Pyrimidine nucleosides",NA
"Oxathiin carboxanilide","4545_neg","Oxathiin carboxanilide",0.13,12.75,NA,"Unknown","null","Oxathiin carboxanilide","","HMDB0255968","NA","20542956","NA","null","null",TRUE,TRUE,"Anilides","Benzene and substituted derivatives","Anilides"
"Oxidized glutathione","20920_pos","Oxidized glutathione",0.51,8976361,"Peptides","no MS2: L-Glutathione (oxidized form); LC-ESI-ITFT; MS2; m/z","C20H32N6O12S2","Oxidized glutathione","C00127","HMDB0003337","17858","65359","NA","YPZRWBKMTBYPTK-BJDJZHNGSA-N","N[C@@H](CCC(O)=N[C@@H](CSSC[C@H](N=C(O)CC[C@H](N)C(O)=O)C(O)=NCC(O)=O)C(O)=NCC(O)=O)C(O)=O",TRUE,FALSE,"Peptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Oxisuran","3019_pos","Oxisuran",0.44,83.43,NA,"Unknown","null","Oxisuran","","HMDB0255990","NA","33770","NA","null","null",TRUE,TRUE,"Aryl alkyl ketones","Organooxygen compounds","Carbonyl compounds"
"Oxoadipic acid","1921_neg","Oxoadipic acid",0.87,3199.11,NA,"2-OXOADIPATE","null","Oxoadipic acid;1-Benzothiepin;2-(2-Oxopropanoyloxy)propanoic acid","C00322","HMDB0000225;HMDB0243832;HMDB0258108","15753;NA;NA","71;9834037;54149437","1485244;NA;NA","null","null",TRUE,TRUE,"Medium-chain keto acids and derivatives","Keto acids and derivatives","Medium-chain keto acids and derivatives"
"Oxoglutaric acid","1453_neg","Oxoglutaric acid",0.91,2292.71,NA,"Oxoglutaric Acid","null","Oxoglutaric acid;3-Oxoglutaric acid;alpha-Ketoglutarate cyanohydrin","C00026","HMDB0000208;HMDB0013701;HMDB0248224","30915;NA;NA","51;68328;54539841","33565;NA;NA","null","null",TRUE,TRUE,"Gamma-keto acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives"
"P-cresol glucuronide","7669_neg","P-cresol glucuronide",0.8,1175.71,NA,"Unknown","null","p-Cresol glucuronide;""4'-Azidocytidine"";4-[3,4,5-Trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde;p-Tolyl-ss-D-glucuronide;2-Amino-9-(6-aminopurin-9-yl)-1H-purin-6-one","","HMDB0011686;HMDB0246625;HMDB0253067;HMDB0256060;HMDB0257732","87986;NA;NA;NA;NA","154035;129317836;3303383;14299270;135985036","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"P-cresol sulfate","3039_neg","P-cresol sulfate",0.82,10066.45,NA,"Unknown","null","p-Cresol sulfate;o-Cresol sulfate;2-Chlorobenzylidenemalononitrile","","HMDB0011635;HMDB0240655;HMDB0245722","82914;133089;NA","4615423;NA;17604","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pa(18:0/18:2(9z,12z))","22391_neg","Pa(18:0/18:2(9z,12z))",0.07,17.6,NA,"Unknown","null","PA(18:0/18:2(9Z,12Z));PA(18:1(11Z)/18:1(11Z));PA(18:1(11Z)/18:1(9Z));PA(18:1(9Z)/18:1(11Z));PA(18:1(9Z)/18:1(9Z))","C00416;C00416","HMDB0007861;HMDB0007862;HMDB0007863;HMDB0007864;HMDB0007865","77248;89528;89527;75357;83775","24779559;53478602;53478603;53478604;14057128","NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Paclobutrazol","8092_neg","Paclobutrazol",0.38,43.67,NA,"Unknown","null","Paclobutrazol","","HMDB0256072","139343","NA","NA","null","null",TRUE,TRUE,"Amphetamines and derivatives","Benzene and substituted derivatives","Phenethylamines"
"Palmitic acid","6362_neg","Palmitic acid",0.98,3518.37,NA,"Unknown","null","Palmitic acid;Isopalmitic acid;Methyl pentadecanoate;Tetradecyl acetate","C00249","HMDB0000220;HMDB0031068;HMDB0254606;HMDB0258885","15756;84890;142657;NA","985;36247;NA;NA","34386;NA;NA;NA","null","null",TRUE,FALSE,"Long-chain fatty acids","Fatty acyls","Fatty acids and conjugates"
"Panthenol","3937_pos","Panthenol",0.87,4877.83,NA,"Acetylcarnitine","null","Panthenol;Tert-Butyl (2-(2-hydroxyethoxy)ethyl)carbamate","C05944","HMDB0004231;HMDB0244567","27373;NA","131204;5220470","NA;NA","null","null",TRUE,TRUE,"Secondary alcohols","Organooxygen compounds","Alcohols and polyols"
"Pantothenic acid","4727_pos","Pantothenic acid",0.87,2645.8,NA,"Pantothenic Acid","null","Pantothenic acid;(1R,3S)-3-(6-Aminopurin-9-yl)cyclopentan-1-ol;6-Phenylhexyl isothiocyanate;3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid","C00864","HMDB0000210;HMDB0242329;HMDB0247105;HMDB0250782","46905;NA;NA;7916","6613;9881535;114757;988","NA;NA;NA;NA","null","null",TRUE,TRUE,"Secondary alcohols","Organooxygen compounds","Alcohols and polyols"
"Pc(14:0/18:1(11z))","23115_pos","Pc(14:0/18:1(11z))",0.6,365775.7,NA,"Unknown","null","PC(14:0/18:1(11Z));PC(14:0/18:1(9Z));PC(14:1(9Z)/18:0);PC(16:0/16:1(9Z));PC(16:1(9Z)/16:0);PC(18:0/14:1(9Z));PC(18:1(11Z)/14:0);PC(18:1(9Z)/14:0);PE(15:0/20:1(11Z))","","HMDB0007872;HMDB0007873;HMDB0007904;HMDB0007969;HMDB0008001;HMDB0008032;HMDB0008064;HMDB0008097;HMDB0008900","73793;84808;88907;74000;89731;89667;NA;86092;NA","24778618;24778620;52922260;6443788;52922440;52922643;53478711;24778931;52924167","NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(14:0/20:2(11z,14z))","23470_pos","Pc(14:0/20:2(11z,14z))",0.31,307.31,NA,"Unknown","null","PC(14:0/20:2(11Z,14Z));PC(14:1(9Z)/20:1(11Z));PC(16:0/18:2(9Z,12Z));PC(16:1(9Z)/18:1(11Z));PC(16:1(9Z)/18:1(9Z));PC(18:1(11Z)/16:1(9Z));PC(18:1(9Z)/16:1(9Z));PC(18:2(9Z,12Z)/16:0);PC(20:1(11Z)/14:1(9Z));PC(20:2(11Z,14Z)/14:0);PE(15:0/22:2(13Z,16Z));PE(22:2(13Z,16Z)/15:0);Soybean lecithin","C00157;C00157;C00157;C00157;C00157","HMDB0007880;HMDB0007912;HMDB0007973;HMDB0008004;HMDB0008005;HMDB0008068;HMDB0008101;HMDB0008133;HMDB0008296;HMDB0008328;HMDB0008909;HMDB0009549;HMDB0258399","89518;88919;73002;84810;84811;89678;86100;86099;89403;89095;NA;NA;NA","52922228;52922278;5287971;24778766;24778767;53478719;24778935;24778972;52923095;52923153;52924174;52924776;122218","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(14:0/20:3(5z,8z,11z))","23447_pos","Pc(14:0/20:3(5z,8z,11z))",0.49,410379.5,NA,"Unknown","null","PC(14:0/20:3(5Z,8Z,11Z));PC(14:0/20:3(8Z,11Z,14Z));PC(14:1(9Z)/20:2(11Z,14Z));PC(16:0/18:3(6Z,9Z,12Z));PC(16:0/18:3(9Z,12Z,15Z));PC(16:1(9Z)/18:2(9Z,12Z));PC(18:2(9Z,12Z)/16:1(9Z));PC(18:3(6Z,9Z,12Z)/16:0);PC(18:3(9Z,12Z,15Z)/16:0);PC(20:2(11Z,14Z)/14:1(9Z));PC(20:3(5Z,8Z,11Z)/14:0);PC(20:3(8Z,11Z,14Z)/14:0)","C00157","HMDB0007881;HMDB0007882;HMDB0007913;HMDB0007974;HMDB0007975;HMDB0008006;HMDB0008134;HMDB0008166;HMDB0008199;HMDB0008329;HMDB0008361;HMDB0008394","89517;89513;NA;84786;84789;84567;NA;89545;NA;89096;89119;89184","53478605;52922230;52922280;24778699;24778702;24778768;52922719;52922771;52922833;52923155;53478943;52923213","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(14:0/22:1(13z))","23964_pos","Pc(14:0/22:1(13z))",0.04,465321.2,NA,"Unknown","null","PC(14:0/22:1(13Z));PC(14:1(9Z)/22:0);PC(16:0/20:1(11Z));PC(16:1(9Z)/20:0);PC(18:0/18:1(11Z));PC(18:0/18:1(9Z));PC(18:1(11Z)/18:0);PC(18:1(9Z)/18:0);PC(20:0/16:1(9Z));PC(20:1(11Z)/16:0);PC(22:0/14:1(9Z));PC(22:1(13Z)/14:0)","C00157;C00157","HMDB0007887;HMDB0007919;HMDB0007978;HMDB0008010;HMDB0008037;HMDB0008038;HMDB0008069;HMDB0008102;HMDB0008266;HMDB0008298;HMDB0008526;HMDB0008558","89516;88920;84575;89736;86109;75034;86111;76073;NA;89409;89063;88745","53478609;52922290;52922418;52922458;24778815;24778825;24778894;24778936;52923059;52923101;52923437;53479165","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(14:1(9z)/22:2(13z,16z))","23885_pos","Pc(14:1(9z)/22:2(13z,16z))",0.07,10.33,NA,"Unknown","null","PC(14:1(9Z)/22:2(13Z,16Z));PC(16:0/20:3(5Z,8Z,11Z));PC(16:0/20:3(8Z,11Z,14Z));PC(16:1(9Z)/20:2(11Z,14Z));PC(18:0/18:3(6Z,9Z,12Z));PC(18:0/18:3(9Z,12Z,15Z));PC(18:1(11Z)/18:2(9Z,12Z));PC(18:1(9Z)/18:2(9Z,12Z));PC(18:2(9Z,12Z)/18:1(11Z));PC(18:2(9Z,12Z)/18:1(9Z));PC(18:3(6Z,9Z,12Z)/18:0);PC(18:3(9Z,12Z,15Z)/18:0);PC(20:2(11Z,14Z)/16:1(9Z));PC(20:3(5Z,8Z,11Z)/16:0);PC(20:3(8Z,11Z,14Z)/16:0);PC(22:2(13Z,16Z)/14:1(9Z));PC(18:1(9Z)/18:2(6Z,9Z))","C00157","HMDB0007921;HMDB0007980;HMDB0007981;HMDB0008012;HMDB0008040;HMDB0008041;HMDB0008072;HMDB0008105;HMDB0008136;HMDB0008137;HMDB0008168;HMDB0008201;HMDB0008332;HMDB0008364;HMDB0008397;HMDB0008591;HMDB0256161","NA;86119;86121;89734;86117;78022;89691;74670;89599;89597;89548;89438;NA;89127;NA;NA;NA","52922294;24778715;24778719;52922461;52922655;52922657;53478723;24778939;53478785;52922727;52922781;52922843;52923163;53478949;52923221;52923553;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(16:0/16:0)","23143_pos","Pc(16:0/16:0)",0.51,474163.4,NA,"Unknown","null","PC(16:0/16:0);PC(14:0/18:0);PC(18:0/14:0);1,2-Dipalmitoylphosphatidylcholine","C00157","HMDB0000564;HMDB0007871;HMDB0008031;HMDB0245715","72999;86090;86089;NA","452110;131150;3082163;6138","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(16:0/22:5(4z,7z,10z,13z,16z))","24275_pos","Pc(16:0/22:5(4z,7z,10z,13z,16z))",0.02,4043036,NA,"Unknown","null","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z));PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z));PC(16:1(9Z)/22:4(7Z,10Z,13Z,16Z));PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z));PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z));PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z));PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z));PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z));PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z));PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z));PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z));PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z));PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z));PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z));PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z));PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z));PC(20:3(5Z,8Z,11Z)/18:2(9Z,12Z));PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z));PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z));PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z));PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z));PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:0);PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z));PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0);PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)","C00157;C00157;C00157","HMDB0007989;HMDB0007990;HMDB0008021;HMDB0008050;HMDB0008081;HMDB0008082;HMDB0008114;HMDB0008115;HMDB0008139;HMDB0008146;HMDB0008177;HMDB0008210;HMDB0008242;HMDB0008306;HMDB0008337;HMDB0008338;HMDB0008369;HMDB0008402;HMDB0008432;HMDB0008433;HMDB0008465;HMDB0008466;HMDB0008497;HMDB0008627;HMDB0008659;HMDB0008692","84795;84796;89659;NA;89697;89696;74671;89617;89600;89580;89564;89453;89424;89103;NA;NA;89113;NA;88876;88877;88914;88913;88924;88851;88844;88433","24778735;24778737;52922475;24778860;53478741;53478743;24778948;53478767;53478787;52922745;52922801;52922859;52922919;52923121;52923177;52923179;53478959;52923235;53479033;52923293;53479069;53479071;52923351;52923623;53479281;53479347","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(16:0/22:6(4z,7z,10z,13z,16z,19z))","24240_pos","Pc(16:0/22:6(4z,7z,10z,13z,16z,19z))",0.47,140.11,NA,"Unknown","null","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PC(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z));PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z));PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z));PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z));PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z));PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z));PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z));PC(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z));PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z));PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z));PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z));PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z));PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z));PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","C00157","HMDB0007991;HMDB0008022;HMDB0008024;HMDB0008083;HMDB0008116;HMDB0008147;HMDB0008148;HMDB0008178;HMDB0008179;HMDB0008211;HMDB0008212;HMDB0008243;HMDB0008339;HMDB0008370;HMDB0008371;HMDB0008403;HMDB0008404;HMDB0008434;HMDB0008467;HMDB0008498;HMDB0008499;HMDB0008660;HMDB0008693;HMDB0008725","74963;89657;89655;86186;86187;84563;89579;89563;89565;89452;NA;89425;NA;89107;89106;89290;89289;86184;88915;88927;86183;88422;88434;86182","6441886;53478685;53478687;24778898;24778949;24778979;53478789;53478809;52922803;53478833;52922861;52922921;52923181;53478961;53478963;52923237;52923239;52923295;53479073;53479125;24779080;53479283;53479349;24779131","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(18:0/22:4(7z,10z,13z,16z))","24744_pos","Pc(18:0/22:4(7z,10z,13z,16z))",0.04,1902324,NA,"Unknown","null","PC(18:0/22:4(7Z,10Z,13Z,16Z));PC(18:2(9Z,12Z)/22:2(13Z,16Z));PC(18:3(6Z,9Z,12Z)/22:1(13Z));PC(18:3(9Z,12Z,15Z)/22:1(13Z));PC(18:4(6Z,9Z,12Z,15Z)/22:0);PC(20:0/20:4(5Z,8Z,11Z,14Z));PC(20:0/20:4(8Z,11Z,14Z,17Z));PC(20:1(11Z)/20:3(5Z,8Z,11Z));PC(20:1(11Z)/20:3(8Z,11Z,14Z));PC(20:2(11Z,14Z)/20:2(11Z,14Z));PC(20:3(5Z,8Z,11Z)/20:1(11Z));PC(20:4(5Z,8Z,11Z,14Z)/20:0);PC(20:4(8Z,11Z,14Z,17Z)/20:0);PC(22:0/18:4(6Z,9Z,12Z,15Z));PC(22:1(13Z)/18:3(6Z,9Z,12Z));PC(22:1(13Z)/18:3(9Z,12Z,15Z));PC(22:2(13Z,16Z)/18:2(9Z,12Z));PC(22:4(7Z,10Z,13Z,16Z)/18:0);PC(20:3(8Z,11Z,14Z)/20:1(11Z))","","HMDB0008054;HMDB0008152;HMDB0008184;HMDB0008217;HMDB0008249;HMDB0008279;HMDB0008280;HMDB0008310;HMDB0008311;HMDB0008342;HMDB0008374;HMDB0008438;HMDB0008471;HMDB0008536;HMDB0008566;HMDB0008567;HMDB0008598;HMDB0008628;HMDB0011201","84565;NA;NA;NA;NA;74970;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86200;NA","NA;52922755;53478813;53478837;52922931;24779048;53478881;53478897;52923131;52923191;53478969;52923307;53479081;52923459;53479181;53479183;NA;52923631;52923249","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"Pc(18:0/22:5(4z,7z,10z,13z,16z))","24723_pos","Pc(18:0/22:5(4z,7z,10z,13z,16z))",0.38,13415430,NA,"Unknown","null","PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z));PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z));PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z));PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z));PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z));PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z));PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z));PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z));PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z));PC(20:1(11Z)/20:4(8Z,11Z,14Z,17Z));PC(20:2(11Z,14Z)/20:3(5Z,8Z,11Z));PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z));PC(20:3(5Z,8Z,11Z)/20:2(11Z,14Z));PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z));PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z));PC(20:4(8Z,11Z,14Z,17Z)/20:1(11Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:0);PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z));PC(22:2(13Z,16Z)/18:3(6Z,9Z,12Z));PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z));PC(22:4(7Z,10Z,13Z,16Z)/18:1(11Z));PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z));PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0);PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)","C00157;C00157;C00157","HMDB0008055;HMDB0008056;HMDB0008087;HMDB0008120;HMDB0008185;HMDB0008218;HMDB0008250;HMDB0008281;HMDB0008312;HMDB0008313;HMDB0008343;HMDB0008344;HMDB0008375;HMDB0008407;HMDB0008439;HMDB0008472;HMDB0008504;HMDB0008568;HMDB0008599;HMDB0008600;HMDB0008629;HMDB0008630;HMDB0008661;HMDB0008694","73865;86203;NA;86201;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","24778871;24778873;53478749;52922705;52922815;52922873;53478861;52923079;52923133;53478899;53478921;52923193;53478971;52923251;52923309;53479083;52923365;53479185;52923575;52923577;53479251;52923633;53479285;53479351","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(18:1(11z)/p-18:1(11z))","23650_pos","Pc(18:1(11z)/p-18:1(11z))",0.04,455385.7,NA,"Unknown","null","PC(18:1(11Z)/P-18:1(11Z));PC(18:1(11Z)/P-18:1(9Z));PC(18:1(9Z)/P-18:1(11Z));PC(18:1(9Z)/P-18:1(9Z));PC(18:2(9Z,12Z)/P-18:0);PC(20:2(11Z,14Z)/P-16:0);PC(P-16:0/20:2(11Z,14Z));PC(P-18:0/18:2(9Z,12Z));PC(P-18:1(11Z)/18:1(11Z));PC(P-18:1(11Z)/18:1(9Z));PC(P-18:1(9Z)/18:1(11Z));PC(P-18:1(9Z)/18:1(9Z));PC(O-18:1(11Z)/18:2(9Z,12Z));PC(O-18:1(9Z)/18:2(9Z,12Z))","C00157","HMDB0008095;HMDB0008096;HMDB0008128;HMDB0008129;HMDB0008160;HMDB0008357;HMDB0011217;HMDB0011244;HMDB0011275;HMDB0011276;HMDB0011308;HMDB0011309;HMDB0013425;HMDB0013429","89706;89707;89595;89596;89543;89132;89974;84555;89939;NA;89503;89504;89879;89881","53478761;53478763;53478781;53478783;53478801;53478935;52923906;52923944;53480741;53480743;53480799;53480801;53481721;6443159","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"Pc(18:2(9z,12z)/19:0)","24159_pos","Pc(18:2(9z,12z)/19:0)",0.31,107.36,NA,"Unknown","null","PC(18:2(9Z,12Z)/19:0)","","HMDB0256163","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
