Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_neg_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
3927,3.647,205.15958,Unknown,[M-H]-,null,0.27,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3927,0,0,null,null,null,null,null,null,null,29.16,ur_6,205.15958:686362 206.16424:0 207.16891:0,null,735739,739992,716050,661791,677652,70119,58354,56443,51313,472122,451444,490513,732384,661791,30353,376238,64100,85314,104960,32153,58809,124047,164586,52065,142407,324291,364620,33786,117424,283924,142370,695796,626783,633135,836972,681310,543323,832580,666510,724337,876813,793610,388417,539210
3928,2.785,205.83176,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3928,0,0,null,null,null,null,null,null,null,8.28,ur_8,205.83176:335671 206.83642:0 207.84109:0,null,44903,395814,300097,332187,165942,30164,377783,388011,375902,401046,303582,198298,346482,244320,252615,347697,300726,337945,320124,333168,314755,359504,327576,381475,396809,377931,403623,401959,367534,408735,352251,281186,241560,251408,240522,212669,247767,283830,258661,250846,279403,235740,276221,250522
3929,30.668,205.83205,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3929,0,0,null,null,null,null,null,null,null,6.4,se_15,205.83205:1150908 206.83671:0 207.84138:0,null,952926,1018943,953288,901282,640292,12044,915625,981277,917807,874445,950315,565545,864214,458968,942506,898114,937468,1009247,953838,983499,1025074,868036,880084,974524,993137,980916,1057029,1013388,1029807,997747,936246,785496,596335,563018,483806,529052,841072,803014,726766,737697,721965,657070,621171,640051
3930,13.611,205.83205,Unknown,[M-H]-,null,0.27,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3930,0,0,null,null,null,null,null,null,null,12.1,se_6,205.83205:1260221 206.83671:0 207.84138:34563,null,594395,1011220,894558,593783,372276,6700,1244845,1153119,1069767,146889,380929,157295,0,0,1014781,1055042,1064454,972688,1051223,1006174,1006325,974489,931131,1092156,1246539,1175567,1159329,1273979,1213035,1221888,976118,0,0,0,0,0,0,201321,59490,67557,120702,47000,0,0
3931,18.434,205.83215,Unknown,[M-H]-,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3931,0,0,null,null,null,null,null,null,null,6.71,se_2,205.83215:1710540 206.83682:0 207.84149:0,null,827116,962139,938186,873998,882113,7190,1552598,1175210,1041633,749690,702456,800515,303577,248739,1472523,1189603,1183681,1030006,1138010,1045117,1069451,1017906,998919,1658573,1562069,1534447,1510992,1366201,1337144,1338020,1346036,531776,89180,255253,446739,221499,189766,457078,490904,426114,189254,257773,444575,422494
3932,16.303,205.83217,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3932,0,0,null,null,null,null,null,null,null,8.01,se_4,205.83217:1352619 206.83684:0 207.84150:0,null,756368,1069655,974592,899943,896144,4324,1196330,1155855,1045386,152325,263217,107479,116197,48972,1152716,1156658,1082557,1020592,1092071,1048629,1024802,1034004,982833,1316001,1238184,1243562,1224659,1265664,1194539,1151203,1122058,131463,50316,71478,98733,64840,341515,343280,110364,172950,43189,264708,34645,63716
3933,10.325,205.83231,Unknown,[M-H]-,null,0.91,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3933,0,0,null,null,null,null,null,null,null,32.31,QC_se_1,205.83231:3408450 206.83697:0 207.84164:0,null,1713994,1417255,1194826,1292785,2444548,123939,3181552,2716201,2732241,516077,900366,1994914,674526,1101779,2187652,1557282,1245557,1521867,1335775,1433769,1236946,1423310,1323013,1898058,2030625,2147126,1968368,1735292,1477133,1667083,1488824,701737,1134623,1988889,887957,0,500182,1279889,1194651,916638,636348,1664731,1194828,602614
3934,27.266,205.83252,Unknown,[M-H]-,null,0.69,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3934,0,0,null,null,null,null,null,null,null,14.29,se_2,205.83252:872005 206.83719:0 207.84186:0,null,568262,680937,549719,596969,601130,0,698077,704449,548410,757330,605172,506004,507986,429379,784018,722088,767714,619147,578492,623516,600213,590594,635742,809605,743069,803173,804264,778649,723911,644578,709587,386365,547762,494710,529148,271696,576107,608528,588744,532826,478868,499136,402049,537996
3935,10.319,205.86668,Unknown,[M-H]-,null,0.98,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3935,0,0,null,null,null,null,null,null,null,128.16,ur_10,205.86668:49075176 206.87135:1687591 207.87602:0,null,4594194,3218280,2446414,2401639,2435839,4913793,5625041,4337474,3698100,33076859,20267491,12305905,35187229,28383858,6332566,3600924,3824350,3240007,3586370,4067749,3459602,4359867,4138260,5331665,5268010,6125306,5113998,4790582,5102287,4975433,4857900,25546586,48307621,34319903,21811427,6806779,16261922,17714600,21337290,19140788,31222510,33957468,28825144,17998064
3936,15.489,205.86684,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3936,0,0,null,null,null,null,null,null,null,3.77,se_8,205.86684:191997 206.87150:0 207.87617:0,null,221919,141118,110667,116929,137643,11818,221234,130059,117530,159598,59380,39322,0,128074,176692,121970,127973,124792,120268,142464,134917,125564,124314,194094,184093,197279,172284,154575,169618,152543,168526,0,0,69560,0,0,0,0,0,0,0,0,55886,0
3937,31.023,205.86702,Unknown,[M-H]-,null,0.89,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3937,0,0,null,null,null,null,null,null,null,142.18,Blank_se_1,205.86702:23034660 206.87169:745799 207.87636:0,null,22277809,17174153,15940960,15938351,16422580,3293613,21299306,17192820,15325753,21159319,16057357,15499834,15314751,16298919,20092140,16312890,16862685,16126989,17017456,16944833,16333727,15728723,16041056,19998258,19448924,18778583,19217583,18968571,18483396,18094484,17388908,16434332,16176921,16441334,16244217,17022312,15077773,14775282,15801218,15901432,15563375,16691243,16653966,15952214
3938,28.933,205.86702,Unknown,[M-H]-,null,0.73,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3938,0,0,null,null,null,null,null,null,null,13.46,Blank_se_1,205.86702:2717431 206.87169:81562 207.87636:0,null,2455035,1842254,1353032,1304270,1105051,272206,2003443,1637090,1314268,1988390,1175171,1041710,968380,998598,2067029,1559507,1401449,1423728,1442058,1462412,1325970,1352863,1231867,2043257,2197517,2041013,1934533,1989193,1788191,1831608,1635106,1016279,1605295,1213956,1116747,849787,1031153,973959,1002418,1341994,1402721,1445261,1132133,1018911
3939,3.652,205.86702,Unknown,[M-H]-,null,0.58,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3939,0,0,null,null,null,null,null,null,null,11.5,Blank_se_1,205.86702:1680131 206.87169:78527 207.87636:0,null,1730028,1227888,1053756,1128361,1078077,243926,1403274,1211283,504906,1650842,600872,627665,699026,593161,1553007,1121993,1216962,953984,1238012,1265050,1041364,716150,674257,1005365,1427195,1402686,1420133,1313065,863187,875780,925605,752142,1010941,812509,742099,826803,730736,988338,783081,683727,782017,705007,725477,661692
3940,27.461,205.86703,Unknown,[M-H]-,null,0.91,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3940,0,0,null,null,null,null,null,null,null,64.5,Blank_se_1,205.86703:8645189 206.87170:220638 207.87637:0,null,6884970,5493775,5224391,5072314,5738456,664369,6651492,5688081,5331835,6099045,5054996,5762238,4872848,5367831,6427101,5733877,5356372,5375114,5388895,5369226,5262751,5394538,5044282,6378191,6106421,5834051,5742239,5527905,5755505,5623021,5148223,4326068,5950733,5741713,5842029,5034170,5164637,4904064,5173179,5356635,4796204,5023188,5021792,5306657
3941,30.734,205.86707,Unknown,[M-H]-,null,0.98,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3941,0,0,null,null,null,null,null,null,null,133.78,Blank_se_1,205.86707:23951194 206.87173:672324 207.87640:0,null,23314129,19553231,17999905,17271390,17611410,3713099,22796316,18793260,17343291,22004361,16760888,17499004,17000209,17284746,21448418,18408922,18302548,18259022,17683420,17804511,17787741,17535258,17217028,21124912,20311488,20554526,20866332,19518433,20081650,19175401,19227112,17237851,17745714,18096624,17302554,18270558,16321773,15979674,17385534,17181806,16657006,17637598,17452687,17842967
3942,27.258,205.86708,Unknown,[M-H]-,null,0.78,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3942,0,0,null,null,null,null,null,null,null,50.95,QC_se_1,205.86708:7933854 206.87175:181074 207.87642:0,null,7147748,4575701,3035379,3005941,5738456,666543,7500998,3849938,3019464,7039888,3243825,2672578,2459172,5367831,6550934,4224113,4327526,3711736,3439622,3513800,3598981,2998262,3037665,6208675,5777700,5522849,5246470,5223082,4855260,4612308,5039432,2379122,2492458,2320352,2336298,2031130,2754630,2924611,2650639,2858172,2589377,2359166,2480636,5268063
3943,29.936,205.86716,Unknown,[M-H]-,null,0.71,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3943,0,0,null,null,null,null,null,null,null,37.78,QC_se_1,205.86716:8523244 206.87182:212419 207.87649:0,null,9147223,6745387,5567559,5600930,5558353,1423279,8078059,6600567,5955058,8066429,5579191,5355137,5482349,5568625,7635052,6350134,6025245,6200172,5935932,5550548,6345581,5696338,5911114,7654872,7619885,7787730,7223595,6751305,7030453,7080804,6698822,4623046,5474061,6155459,5832477,5724409,5291197,4930982,5311339,5551218,5621341,5900284,5736287,5166039
3944,6.834,205.86716,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3944,0,0,null,null,null,null,null,null,null,12.68,QC_se_1,205.86716:2602637 206.87182:0 207.87649:0,null,2423030,910269,1252112,1237259,1405683,378538,2512380,1718065,1194424,2395957,1665029,1754927,1690615,1459202,2133222,1560265,1545652,1636595,1627588,1532783,1527899,1300876,1388372,2001374,1741168,1838237,1830530,1877067,1704434,1493910,1586834,1062301,1149634,2031895,1793893,0,1160979,1596502,1268191,1242918,1183993,1489566,1496123,1612825
3945,15.567,205.95262,Unknown,[M-H]-,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3945,0,0,null,null,null,null,null,null,null,13.61,ur_2,205.95262:3232898 206.95729:0 207.96196:0,null,0,0,2667,0,0,206796,0,11953,0,0,102764,1723090,0,0,355896,98953,105746,103885,89301,81408,99747,76819,90124,80296,105461,65616,83222,66293,138209,105332,107268,852648,1297868,551931,888088,278557,2406652,1613504,1338729,1484340,317409,1203920,647707,1378779
3946,12.997,205.95349,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3946,0,0,null,null,null,null,null,null,null,7.36,ur_14,205.95349:1176876 206.95816:0 207.96283:0,null,0,0,0,0,0,7880,0,0,0,0,72687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085436,0,0,0,0,0,0,0,0
3947,27.24,205.96559,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3947,0,0,null,null,null,null,null,null,null,5.51,ur_14,205.96559:730469 206.97026:0 207.97493:0,null,0,0,0,0,0,20795,28201,56965,54904,81074,108165,55482,277129,124966,34878,20975,19965,49089,55098,17008,53644,48788,37662,0,23007,28394,31294,35232,70712,57730,27084,557728,28078,354747,39561,679341,16962,0,101196,243710,156065,487810,538887,28624
3948,10.616,205.98323,Unknown,[M-H]-,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3948,0,0,null,null,null,null,null,null,null,29.2,ur_6,205.98323:4632744 206.98790:0 207.99257:0,null,0,0,26575,0,0,209142,17862,0,0,143480,228075,1253219,78501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31006,2909478,3141736,1574414,2883631,1442544,3673210,1261910,2228454,2713485,5011261,3034904,3038018,2396252
3949,14.887,205.99109,Unknown,[M-H]-,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3949,0,0,null,null,null,null,null,null,null,19.83,ur_7,205.99109:3214500 206.99576:0 208.00042:0,null,0,0,0,0,16858,22940,56658,44675,101209,321242,145395,402915,294281,105587,448519,163942,76934,156964,50264,16639,69865,141084,49985,69090,136406,61535,76240,164136,39568,35319,27500,2893548,91458,68183,651569,640839,260127,862724,72969,246867,169465,3000766,204582,711219
3950,14.409,205.99141,Unknown,[M-H]-,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3950,0,0,null,null,null,null,null,null,null,18.01,ur_1,205.99141:3251106 206.99608:0 208.00074:0,null,0,0,0,0,29115,15337,56658,44675,62319,297903,145395,1170367,294281,98870,448519,42849,17317,14388,114128,16639,69865,24858,40021,69090,21673,34782,76240,28428,39568,77032,55348,2893548,438834,473447,405938,393226,51481,574709,1778311,68099,74060,3000766,222840,2229197
3951,4.628,205.99463,Unknown,[M-H]-,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3951,0,0,null,null,null,null,null,null,null,41.38,ur_12,205.99463:10120500 206.99930:1193706 208.00396:0,null,0,0,0,0,58995,186731,0,0,0,330088,599823,815414,1137145,1392224,0,0,0,0,0,0,0,0,0,0,0,0,34045,0,0,0,0,3744481,516059,594251,9079809,640077,3616502,1740583,3917496,1678671,372588,4015235,366463,7007926
3952,7.619,205.99467,Unknown,[M-H]-,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3952,0,0,null,null,null,null,null,null,null,1218.15,ur_14,205.99467:767632704 206.99934:47252740 208.00401:4759919,null,0,0,0,0,97545,12884375,61217,83430,83365,179606201,137806427,129029328,203419341,190806834,159415,0,0,33290,16727,0,0,19245,0,0,0,365769,0,0,0,0,0,2506036,381458304,9542901,7541682,729283848,747429,4873020,2876168,8199782,417456480,2632729,40340419,5728155
3953,14.887,206.00153,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3953,0,0,null,null,null,null,null,null,null,28.33,QC_se_2,206.00153:311638 207.00619:0 208.01086:0,null,0,0,0,0,0,22940,40293,133968,111733,321242,0,612612,0,105587,433061,105997,16837,40918,22267,0,0,83389,15737,69090,69338,34782,0,50808,0,35319,27500,265829,91458,68183,153286,640839,78384,115220,623000,0,97765,724241,101625,84749
3954,9.294,206.00446,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3954,0,0,null,null,null,null,null,null,null,8,QC_se_ur_1,206.00446:543219 207.00912:518596 208.01379:0,null,0,0,0,0,29319,186529,0,0,5236,469451,230908,206519,392706,321487,0,0,0,0,0,0,0,26462,0,0,0,0,0,0,0,0,0,280401,804715,387909,253869,2747184,103295,455648,0,0,607947,252239,473367,166532
3955,19.675,206.0289,Unknown,[M-H]-,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3955,0,0,null,null,null,null,null,null,null,16.71,ur_6,206.02890:9559467 207.03357:409075 208.03824:0,null,2862,2774,3041,4438,4327,185039,41526,2404,94188,1759347,1013181,776492,1938256,2160107,2280,3448,77047,2565,0,14582,5808,19030,28662,22859,3846,1765,16675,46152,15301,2513,1868,375201,1946634,757976,885940,1888585,160670,2477868,228530,1030911,9299016,497439,653209,304599
3956,6.065,206.04048,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3956,0,0,null,null,null,null,null,null,null,32.78,QC_se_ur_3,206.04048:5235143 207.04515:520707 208.04982:0,null,29854,26293,34236,29540,30820,197045,25150,25307,80196,2674166,2987648,4633620,1312387,1317258,42923,27735,43869,56289,83611,20078,46480,48856,35048,41554,58762,31686,46615,27796,0,30240,45489,4203833,983430,2539894,3558040,1236400,5869296,2314068,2559746,1824256,854186,3737424,3635280,4694444
3957,7.697,206.04056,Unknown,[M-H]-,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3957,0,0,null,null,null,null,null,null,null,59.36,ur_2,206.04056:13063195 207.04523:0 208.04989:0,null,26760,60267,42534,59003,51314,603363,90948,139703,159702,4523967,7029625,6694924,2406280,2742912,27819,40304,32681,24738,83920,123538,62894,30131,88304,45668,21318,89560,64900,32295,28590,39156,53610,7837642,3622948,4114212,9196640,1832238,11441735,8250869,4354634,2845282,1829768,7241729,7968177,8249205
3958,8.368,206.04541,Xanthurenic Acid,[M-H]-,null,0.07,FALSE,-1,206.0448,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3958,0,0,0.95,null,null,null,null,null,0.95,28.72,ur_12,206.04541:17365168 207.05008:1457740 208.05475:0,null,56103,65852,32373,67403,40400,441988,142615,152220,151202,1824676,1106311,1213218,2681597,2744280,32184,29275,65531,33045,31443,31521,28430,64826,84054,94924,97398,33738,37990,105285,34980,97763,53205,1612027,1273174,1380935,16544533,1341781,1257162,5402361,1582491,1743455,1659113,1215852,1334371,1789920
3959,13.413,206.04645,Xanthurenic Acid,[M-H]-,null,0.02,FALSE,-1,206.0448,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3959,0,0,0.71,null,null,null,null,null,0.71,5.83,QC_se_3,206.04645:113933 207.05112:0 208.05578:0,null,8531,39769,47312,0,0,4939977,110585,132323,118263,47635816,30813100,18854517,62208929,59452136,87195,52078,242720,69216,58029,80495,142517,73829,54570,70965,66803,113290,60270,82563,62621,62352,75416,43482014,77935869,32339220,27155967,90254414,30005382,23312564,57402452,68480120,45826868,38291276,26652851,49057031
3960,10.979,206.04735,Xanthurenic Acid,[M-H]-,null,0.29,FALSE,-1,206.0448,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3960,0,0,0.95,null,null,null,null,null,0.95,11.79,ur_2,206.04547:1886776 207.05014:539783 208.05481:0,null,119497,111122,111696,92084,40575,190632,155008,206834,212897,1039280,739575,557215,1223836,1099575,92829,120096,30268,87158,133140,138655,128162,113360,70065,92461,103360,126881,123107,32862,72773,120066,83094,1740770,1708243,475808,1485660,5635141,1506854,728589,1872684,1052445,2114882,1589564,1039764,1769548
3961,9.452,206.04861,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3961,0,0,null,null,null,null,null,null,null,34.68,ur_7,206.04861:6122362 207.05328:838813 208.05795:1545519,null,97695,85195,106765,115829,32599,480423,182097,224072,208307,2943724,1838151,1567320,5546398,5152212,102595,122865,32342,104302,93308,75303,35160,37183,39193,34368,57809,40765,88328,74852,64426,71939,65542,5578179,3154483,4408939,4634212,3856407,4114572,3655136,4830695,3733798,3145093,5634718,3485156,5036459
3962,13.132,206.04872,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3962,0,0,null,null,null,null,null,null,null,115.93,ur_10,206.04872:29997492 207.05339:3424785 208.05806:0,null,8531,39239,47786,7347,18747,1939071,23903,13741,11980,13415020,8976736,5635855,18794107,18173164,87195,21073,54486,34129,30526,49678,33300,34390,25044,49095,24447,41127,27722,17191,12054,46892,32528,11709823,27884473,11039073,9253162,16161369,9222338,8589957,16162415,19593422,17720829,11409096,9251581,14854777
3963,13.496,206.04889,Unknown,[M-H]-,null,0.47,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3963,0,0,null,null,null,null,null,null,null,327.42,ur_14,206.04889:97502616 207.05356:6647537 208.05822:957607,null,8531,39769,35494,7347,18747,6683726,110585,132323,116454,5003732,30813100,18854517,62208929,59452136,87195,52078,242720,69216,58029,80495,142517,73829,52026,70965,66803,113290,60270,82563,62621,62352,75416,43482014,77935869,32339220,27155967,90254414,30005382,23312564,57402452,68480120,45826868,38291276,26652851,49057031
3964,7.496,206.04895,Unknown,[M-H]-,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3964,0,0,null,null,null,null,null,null,null,41.9,ur_4,206.04895:7839770 207.05362:0 208.05829:4059331,null,23614,60267,20505,36122,51314,813432,90948,139703,159702,4597521,4246422,3159755,5684966,5601714,27819,120513,32868,145072,83920,123538,46196,30131,51289,129769,49907,89560,64900,76617,61393,31482,161258,9222115,3199371,3164335,4867850,4569788,8377830,8250869,9302582,1924413,2982963,8638097,4278882,7846501
3965,9.021,206.04897,Unknown,[M-H]-,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3965,0,0,null,null,null,null,null,null,null,30.71,ur_11,206.04897:7038154 207.05363:0 208.05830:2142062,null,39426,55087,58545,30981,44885,669678,185969,210021,200822,3890195,2227556,1950212,5081823,5049760,31150,37143,42550,55307,43246,53336,71404,66584,40053,59526,39512,73423,32432,37961,68582,81338,36033,5419153,2706998,6309856,4358287,3653940,4158308,3830698,4922515,4230768,3293234,5143071,4650878,4439789
3966,4.516,206.06575,LIPOAMIDE,[M-H]-,null,0.13,FALSE,-1,206.0666,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3966,0,0,0.91,null,null,null,null,null,0.91,32.73,ur_9,206.06575:6747964 207.07042:1915760 208.07509:0,null,0,0,0,0,0,338006,0,0,0,1912416,934124,188852,2363579,963950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4514607,1312554,152326,3478054,627685,5092781,144140,6421141,406494,1053974,3018467,1116999,6720536
3967,12.032,206.06648,LIPOAMIDE,[M-H]-,null,0.04,FALSE,-1,206.0666,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3967,0,0,1,null,null,null,null,null,1,6,ur_3,206.06665:699034 207.07132:0 208.07599:0,null,0,81787,96559,35509,0,48441,0,0,0,321447,144714,170631,197697,321450,0,15435,7342,21475,23662,14976,8166,0,18669,21628,10127,8623,31508,12040,27053,6525,12256,335216,153235,222064,318607,445097,298841,467848,520941,566714,227469,143730,113288,606807
3968,5.72,206.08177,Phenylpropionylglycine,[M-H]-,null,0.69,FALSE,-1,206.0823,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3968,0,0,1,null,null,null,null,null,1,32.88,se_2,206.08231:617176 207.08697:0 208.09164:0,null,0,0,0,0,0,335284,1453132,1611232,1446871,2280279,2220754,2268606,3479577,3360211,311431,1043918,473077,436244,455081,504161,503850,574768,319594,340586,340058,533456,366434,1451345,200874,632945,271208,4287938,590862,383042,6436119,1288420,3422556,1840744,886492,1276144,2982534,4327114,367660,6246768
3969,6.646,206.08214,Phenylpropionylglycine,[M+Na-2H]-,null,0.67,FALSE,-1,206.0823,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,3969,0,0,1,null,null,null,null,null,1,19.28,ur_14,206.08231:3551975 207.08697:0 208.09164:0,null,0,0,0,0,0,157140,471758,1186238,1011429,1035201,1314820,1323011,139674,1952028,609292,449118,166093,293550,217438,290651,295532,308232,204959,680531,128482,271529,138450,677355,408145,395948,187006,130046,239205,205913,2316769,1988829,866285,91325,2426973,176544,905297,1847048,115400,2289279
3970,9.737,206.08495,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3970,0,0,null,null,null,null,null,null,null,7.92,ur_9,206.08495:1999176 207.08961:693401 208.09428:0,null,0,0,0,0,0,24253,5302,4201,0,554385,254834,212063,383468,189533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864278,211919,246566,301148,138218,109262,63662,232634,385091,99337,246029,320520,1815127
3971,4.143,206.08517,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3971,0,0,null,null,null,null,null,null,null,21.16,ur_3,206.08517:1306391 207.08984:0 208.09451:0,null,0,0,0,0,0,130361,1557751,1972437,2026482,501464,232252,199264,1242182,1158302,1079274,2216184,1000094,1323542,1063168,1420746,1321456,1536331,1024267,789580,936076,1296710,1061076,2902171,792902,1670942,767128,2696084,389944,1644369,2015036,0,1553666,1302036,1620418,1817660,1112859,2484525,1590094,2093003
3972,8.05,206.11078,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,3972,0,0,null,null,null,null,null,null,null,793855.8,ur_4,206.11078:1451572 207.11545:0 208.12011:0,null,0,0,0,22083,0,124492,0,0,0,790937,240780,340222,508874,744976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836170,324574,942546,710462,242811,1027745,633202,1019415,1037851,176692,1068063,1025020,1091952
